id,pardon_date,minister,crime,gender
BOE-A-1996-3523,1996-01-15,Juan Alberto Belloch,"un delito de receptación, a la pena de un año y seis meses de prisión menor y multa de 200.000 pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-3590,1996-01-19,Juan Alberto Belloch,"un delito de hurto continuado, a la pena de tres meses de arresto mayor, y otro delito de robo con fuerza en las cosas continuado, a la pena de un año y seis meses de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-5166,1996-02-09,Juan Alberto Belloch,"cuatro delitos de robo con violencia e intimidación en las personas, a la pena de dos años de prisión menor, dos penas de tres meses de arresto mayor y multa de 30.000 pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-7272,1996-03-08,Juan Alberto Belloch,"un delito de falsificación de documento mercantil, a la pena de un año y tres meses de prisión menor y multa de 60.000 pesetas; otro delito continuado de estafa, a la pena de un año y tres meses de prisión menor; otro delito de utilización de documento nacional de identidad falso, a la pena de 100.000 pesetas, y otro delito de alteración de placas de matrícula, a la pena de seis meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-8621,1996-03-28,Juan Alberto Belloch,"un delito de lesiones, a la pena de dos años, cuatro meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-9703,1996-04-12,Juan Alberto Belloch,"un delito de infracción de derechos de autor, a la pena de tres meses de arresto mayor y multa de 175.000 pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-11329,1996-04-26,Juan Alberto Belloch,"un delito de falsificación de documentos privados, a la pena de tres años de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-11328,1996-04-26,Juan Alberto Belloch,"un delito de falsedad en documento oficial, a la pena de tres años de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-11343,1996-04-26,Juan Alberto Belloch,"un delito contra la salud pública y de un delito de falsedad, a la pena de cinco años de prisión menor y multa de 1.000.000 de pesetas y dos meses de arresto mayor y multa de 30.000 pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-11327,1996-04-26,Juan Alberto Belloch,"un delito de falsificación de documentos privados, a la pena de tres años de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-18225,1996-06-21,Margarita Mariscal De Gante,"un delito contra la salud pública, a la pena de dos años cuatro meses y un día de prisión menor y multa de 1.000.000 de pesetas; una falta de lesiones, a la pena de diez días de arresto menor, y un delito de desobediencia, a la pena de 10.000 pesetas de multa, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-18429,1996-06-28,Margarita Mariscal De Gante,"un delito continuado de falsedad en documento privado, a la pena de tres años de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-18444,1996-06-28,Margarita Mariscal De Gante,"un delito de lesiones, a la pena de dos años, cuatro meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-18431,1996-06-28,Margarita Mariscal De Gante,"un delito continuado de falsedad en documento privado, a la pena de tres años de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-20307,1996-07-12,Margarita Mariscal De Gante,"un delito de robo, a la pena de dos años cuatro meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
