id,pardon_date,minister,crime,gender
BOE-A-1996-7278,1996-03-08,Juan Alberto Belloch,"un delito contra la salud pública, a la pena de catorce años de reclusión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Mujer
BOE-A-1996-9176,1996-04-12,Gustavo Suarez Pertierra,"seis meses de prisión",Hombre
BOE-A-1996-24930,1996-10-25,Eduardo Serra,"un delito consumado de insulto a superior en su modalidad de maltratar de obra a un superior, a la pena de trece meses de prisión, con sus accesorias legales",Hombre
BOE-A-1996-24931,1996-10-25,Eduardo Serra,"un delito consumado de insulto a superior en su modalidad de maltratar de obra a un superior, a la pena de trece meses de prisión, con sus accesorias legales",Hombre
BOE-A-1996-24932,1996-10-25,Eduardo Serra,"un delito consumado de insulto a superior en su modalidad de maltratar de obra a un superior, a la pena de trece meses de prisión, con sus accesorias legales",Hombre
BOE-A-1996-24933,1996-10-25,Eduardo Serra,"cinco meses de prisión",Hombre
BOE-A-1997-492,1996-12-13,Eduardo Serra,"seis meses de prisión",Hombre
BOE-A-1997-1322,1997-01-10,Eduardo Serra,"un delito de insulto a superior, a la pena de seis meses de prisión, con sus accesorias legales",Hombre
BOE-A-1997-10445,1997-04-18,Eduardo Serra,"tres meses y un día de prisión, con sus accesorias legales",Hombre
BOE-A-1997-20348,1997-09-05,Eduardo Serra,"un delito de abuso de autoridad, a la pena de dos años dos meses y veinte días de prisión",Hombre
BOE-A-1997-21112,1997-09-26,Eduardo Serra,"dos años y cuatro meses de prisión",Hombre
BOE-A-1997-21113,1997-09-26,Eduardo Serra,"tres meses y un día de prisión",Hombre
BOE-A-1997-22786,1997-10-17,Eduardo Serra,"un año y un día de prisión y de seis meses y un día de prisión menor",Hombre
BOE-A-1997-24150,1997-10-31,Eduardo Serra,"tres meses y un día de prisión",Hombre
BOE-A-1998-6240,1998-03-06,Eduardo Serra,"cuatro meses de prisión",Hombre
BOE-A-1998-6241,1998-03-06,Eduardo Serra,"un año, seis meses y veinte días de prisión",Hombre
