id,pardon_date,minister,crime,gender
BOE-A-1996-3529,1996-01-15,Juan Alberto Belloch,"un delito contra la salud pública, a la pena de tres años y seis meses de prisión menor y multa de 1.000.000 de pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-4295,1996-01-27,Juan Alberto Belloch,"un delito contra la salud pública, a la pena de dos años, cuatro meses y un día de prisión menor y multa de 1.000.000 de pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Mujer
BOE-A-1996-5163,1996-02-09,Juan Alberto Belloch,"un delito continuado de robo con fuerza en las cosas, a la pena de tres meses de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-7271,1996-03-08,Juan Alberto Belloch,"un delito de desórdenes públicos, a la pena de dos años, cuatro meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-7275,1996-03-08,Juan Alberto Belloch,"un delito de robo con fuerza en las cosas, a la pena de cinco años y tres meses de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-8216,1996-03-15,Juan Alberto Belloch,"un delito de lesiones, a la pena de dos años cuatro meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-8217,1996-03-15,Juan Alberto Belloch,"un delito continuado de robo, a la pena de seis meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-8224,1996-03-15,Juan Alberto Belloch,"un delito continuado de falsedad de documento mercantil, a la pena de un mes y un día de arresto mayor y multa de 5.000 pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-8524,1996-03-22,Juan Alberto Belloch,"un delito contra la salud pública, a la pena de cuatro años, dos meses y un día de prisión menor y multa de 1.000.000 de pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-11345,1996-04-26,Juan Alberto Belloch,"un delito de robo con fuerza en las cosas, a la pena de cuatro años, dos meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-20416,1996-07-26,Margarita Mariscal De Gante,"un delito de imprudencia temeraria, a la pena de seis meses y un día de prisión menor y tres años de privación del permiso de conducir o facultad de obtenerlo, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-20482,1996-08-02,Margarita Mariscal De Gante,"un delito de robo, a la pena de cuatro años, dos meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-24009,1996-10-04,Margarita Mariscal De Gante,"un delito contra la seguridad del tráfico, a la pena de 100.000 pesetas de multa y privación del permiso de conducir durante tres meses y un día, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-1528,1997-01-10,Margarita Mariscal De Gante,"un delito de robo, a la pena de seis meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-1530,1997-01-10,Margarita Mariscal De Gante,"un delito contra la seguridad del tráfico, a la pena de 100.000 pesetas de multa y privación del permiso de conducir por tiempo de tres meses y un día",Hombre
BOE-A-1997-3116,1997-01-24,Margarita Mariscal De Gante,"un delito de falsedad en documento mercantil, a la pena de seis meses y un día de prisión menor y multa de 100.000 pesetas; y una falta de estafa, a la pena de siete días de arresto menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-5001,1997-02-14,Margarita Mariscal De Gante,"un delito de abandono de familia, a la pena de un mes y un día de arresto mayor y multa de 100.000 pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-6205,1997-02-28,Margarita Mariscal De Gante,"un delito continuado de hurto, a la pena de un mes y un día de arresto mayor, y otro delito continuado de hurto, a la pena de un mes y un día de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-8247,1997-03-14,Margarita Mariscal De Gante,"un delito contra la salud pública, a la pena de seis meses de arresto mayor y multa de 500.000 pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Mujer
BOE-A-1997-8249,1997-03-14,Margarita Mariscal De Gante,"un delito contra la salud pública, a la pena de dos años, cuatro meses y un día de prisión menor y multa de 1.000.000 de pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Mujer
