id,pardon_date,minister,crime,gender
BOE-A-1996-9700,1996-04-12,Juan Alberto Belloch,"un delito de alzamiento de bienes, a la pena de siete meses de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-11334,1996-04-26,Juan Alberto Belloch,"un delito de robo, a la pena de seis meses de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-20299,1996-07-12,Margarita Mariscal De Gante,"un delito de robo, a la pena de dos años cuatro meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-20303,1996-07-12,Margarita Mariscal De Gante,"un delito continuado de robo, a la pena de dos años, cuatro meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-12386,1997-05-16,Margarita Mariscal De Gante,"un delito de robo con fuerza en las cosas, a la pena de dos años cuatro meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-17761,1997-07-11,Margarita Mariscal De Gante,"un delito contra la salud pública, a la pena de dos años cuatro meses y un día de prisión menor y multa de 1.000.000 de pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-19241,1997-07-18,Margarita Mariscal De Gante,"un delito de robo con fuerza en las cosas, a la pena de dos meses y un día de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1998-11985,1998-04-24,Margarita Mariscal De Gante,"un delito continuado de robo con fuerza en las cosas, a la pena de dos años de prisión menor, y falta de hurto, a la pena de veinte días de arresto menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1998-14533,1998-05-22,Margarita Mariscal De Gante,"un delito de usurpación de funciones, a la pena de dos años, cuatro meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1998-15671,1998-06-05,Margarita Mariscal De Gante,"un delito contra la salud pública, a la pena de tres años de prisión menor y multa de 1.000.000 de pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Mujer
BOE-A-1998-19650,1998-07-10,Margarita Mariscal De Gante,"un delito contra la salud pública, a la pena de tres años de prisión menor y multa de 1.000.000 de pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1999-1571,1998-12-23,Margarita Mariscal De Gante,"un delito de incendio, a la pena de seis años de prisión menor con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1999-6152,1999-02-22,Margarita Mariscal De Gante,"un delito de robo con fuerza en las cosas, en casa habitada, a la pena de cinco meses de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1999-14029,1999-06-04,Margarita Mariscal De Gante,"un delito de receptación, a la pena de siete meses de prisión menor y multa de 100.000 pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1999-15179,1999-06-18,Margarita Mariscal De Gante,"un delito continuado de robo con fuerza en las cosas, a la pena de un año de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1999-16194,1999-07-09,Margarita Mariscal De Gante,"un delito de robo con fuerza en las cosas, en casa habitada, a la pena de cinco años de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1999-20422,1999-10-01,Margarita Mariscal De Gante,"un delito de tráfico de drogas, a la pena de dos años, cuatro meses y un día de prisión y multa de 1.000.000 de pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Mujer
BOE-A-1999-24634,1999-12-03,Margarita Mariscal De Gante,"un delito continuado de robo con fuerza en las cosas, en casa habitada, a la pena de cuatro años, dos meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-2000-1037,1999-12-23,Margarita Mariscal De Gante,"un delito de robo con fuerza en casa habitada, a la pena de dos años de prisión, con las accesorias de inhabilitación especial para el derecho de sufragio pasivo durante el tiempo de la condena",Hombre
BOE-A-2000-4363,2000-02-18,Margarita Mariscal De Gante,"un delito de robo con intimidación, a la pena de dieciocho meses de prisión, con las accesorias de inhabilitación especial par el derecho de sufragio pasivo durante el tiempo de la condena",Hombre
BOE-A-2000-8071,2000-04-07,Margarita Mariscal De Gante,"un delito de robo con fuerza en las cosas, a la pena de un mes y un día de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-2000-18397,2000-09-15,Ángel Acebes,"un delito continuado de falsedad y otro de estafa, a la pena de tres años, un mes y quince días de prisión, y de una falta de hurto, a la pena de tres fines de semana, con las accesorias de inhabilitación especial para el derecho de sufragio pasivo durante el tiempo de la condena",Hombre
BOE-A-2000-23154,2000-12-01,Ángel Acebes,"un delito de tenencia ilícita de armas y otro de lesiones, a la pena de seis meses y un día de prisión menor por el primer delito y dos años, cuatro meses y un día de prisión menor por el segundo, con las accesorias de suspensión de todo cargo público y del derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-2000-23221,2000-12-01,Ángel Acebes,"dos delitos de lesiones, a la pena de un año de prisión por el primer delito y un año y seis meses de prisión por el segundo, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-2000-23748,2000-12-01,Ángel Acebes,"un delito de desacato, a la pena de tres meses de arresto mayor y multa de 100.000 pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-2001-28,2000-12-01,Ángel Acebes,"un delito de malversación de caudales públicos, a la pena de cuatro años de prisión y diez años de inhabilitación absoluta",Hombre
BOE-A-2002-16179,2002-07-26,Jose María Michavila,"delito de tráfico de drogas, a la pena de tres años de prisión y multa de 33.750 pesetas, con las accesorias de inhabilitación especial para el derecho de sufragio pasivo durante el tiempo de la condena",Hombre
BOE-A-2002-16180,2002-07-26,Jose María Michavila,"delito de tráfico de drogas, a la pena de tres años de prisión y multa de 33.750 pesetas, con las accesorias de inhabilitación especial para el derecho de sufragio pasivo durante el tiempo de la condena",Hombre
BOE-A-2003-1559,2003-01-10,Jose María Michavila,"un delito de lesiones, a la pena de tres años de prisión, con las accesorias de inhabilitación especial para el derecho de sufragio pasivo durante el tiempo de la condena",Hombre
BOE-A-2003-6897,2003-03-21,Jose María Michavila,"un delito de tráfico de drogas, a la pena de tres años de prisión y multa de 360,61 euros, con las accesorias de inhabilitación especial para el derecho de sufragio pasivo durante el tiempo de la condena",Hombre
BOE-A-2003-7348,2003-03-28,Jose María Michavila,"un delito contra la salud pública, a la pena de tres años de prisión y multa de 1.200 euros, con las accesorias de inhabilitación especial para el derecho de sufragio pasivo durante el tiempo de la condena",Hombre
BOE-A-2003-14162,2003-07-04,Jose María Michavila,"un delito de lesiones, a la pena de dos años de prisión, de un delito de lesiones, a la pena de seis años de prisión y de una falta de maltrato, a la pena de un fin de semana de arresto, con las accesorias de inhabilitación especial para el derecho de sufragio pasivo durante el tiempo de la condena",Hombre
BOE-A-2004-20093,2004-11-12,Juan Fernando López Aguilar,"un delito contra la salud pública, a la pena de tres años de prisión y multa de 800.000 pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Mujer
BOE-A-2005-5623,2005-03-18,Juan Fernando López Aguilar,"un delito de incendios con peligro para la vida o integridad física de las personas, a la pena de 10 años de prisión, con las accesorias de inhabilitación absoluta durante el tiempo de la condena",Hombre
BOE-A-2005-9690,2005-05-27,Juan Fernando López Aguilar,"un delito de encubrimiento, a la pena de seis meses de prisión, con las accesorias de inhabilitación especial para el derecho de sufragio pasivo durante el tiempo de la condena",Hombre
BOE-A-2005-9694,2005-05-27,Juan Fernando López Aguilar,"un delito contra la salud pública, a la pena de tres años de prisión y multa de 111.875 pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Mujer
BOE-A-2005-14967,2005-07-22,Juan Fernando López Aguilar,"un delito de atentado con medio peligroso, a la pena de tres años y seis meses de prisión, con las accesorias legales",Hombre
BOE-A-2005-15445,2005-08-26,Juan Fernando López Aguilar,"un delito de lesiones, a la pena de tres años de prisión, con las accesorias de inhabilitación especial para el derecho de sufragio pasivo durante el tiempo de la condena",Hombre
BOE-A-2006-12653,2006-06-23,Juan Fernando López Aguilar,"un delito de lesiones, a la pena de tres años de prisión, con las accesorias de inhabilitación especial para el derecho de sufragio pasivo durante el tiempo de la condena",Hombre
BOE-A-2006-13433,2006-07-07,Juan Fernando López Aguilar,"una falta de lesiones, a la pena de dos meses de multa con una cuota diaria de seis euros, y de un delito de atentado, a la pena de tres años de prisión, con las accesorias de inhabilitación especial para el derecho de sufragio pasivo durante el tiempo de la condena",Hombre
BOE-A-2006-14257,2006-07-14,Juan Fernando López Aguilar,"un delito de lesiones, a la pena de tres años de prisión, con las accesorias de inhabilitación especial para el derecho de sufragio pasivo durante el tiempo de la condena",Hombre
BOE-A-2006-22305,2006-12-01,Juan Fernando López Aguilar,"un delito contra la salud pública, a la pena de tres años de prisión y multa de 373 euros, con las accesorias de inhabilitación especial para el derecho de sufragio pasivo durante el tiempo de la condena",Hombre
BOE-A-2007-5097,2007-02-02,Juan Fernando López Aguilar,"un delito de robo con intimidación, a la pena de tres años y seis meses de prisión, y de un delito de tenencia ilícita de armas, a la pena de un año de prisión, con las accesorias de inhabilitación especial para el derecho de sufragio pasivo durante el tiempo de la condena",Hombre
BOE-A-2007-5193,2007-02-09,Juan Fernando López Aguilar,"un delito de lesiones, a la pena de tres años de prisión, con las accesorias de inhabilitación especial para el derecho de sufragio pasivo durante el tiempo de la condena",Hombre
BOE-A-2007-7180,2007-04-03,Mariano Fernández,"un delito contra la salud pública, a la pena de siete años de prisión y multa de 2.000.000 de pesetas, y un delito de tenencia ilícita de armas a la pena de un año de prisión y accesoria de inhabilitación especial para el derecho de sufragio pasivo durante el tiempo de condena",Mujer
