id,pardon_date,minister,crime,gender
BOE-A-1996-4300,1996-01-27,Juan Alberto Belloch,"un delito de utilización ilegítima de vehículos de motor ajeno, a la pena de dos meses y un día de arresto mayor y privación del permiso de conducir o facultad de obtenerlo durante ocho meses, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-6541,1996-03-01,Juan Alberto Belloch,"tres delitos de agresiones sexuales, a la pena de un año y seis meses de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-19682,1996-07-05,Margarita Mariscal De Gante,"un delito continuado de estafa, a la pena de un mes y un día de arresto mayor y multa de 30.000 pesetas y un delito continuado de falsificación de documentos mercantiles, a la pena de seis meses y un día de prisión menor y multa de 30.000 pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-20888,1996-08-23,Margarita Mariscal De Gante,"un delito de robo y una falta de hurto, a la pena de un mes y un día de arresto mayor por el delito y diez días de arresto menor por la falta, con la accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-22671,1996-09-20,Margarita Mariscal De Gante,"un delito de rehusar a cumplir el servicio militar, a la pena de dos años cuatro meses y un día de prisión menor e inhabilitación absoluta durante el tiempo de la condena",Hombre
BOE-A-1996-22675,1996-09-20,Margarita Mariscal De Gante,"un delito de falsedad en documento oficial, a la pena de seis meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-26062,1996-10-25,Margarita Mariscal De Gante,"dos delitos de robo, a la pena de tres meses de arresto mayor y seis meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-26201,1996-10-31,Margarita Mariscal De Gante,"un delito de apropiación indebida, a la pena de dos meses y un día de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-26204,1996-10-31,Margarita Mariscal De Gante,"un delito de conducción de vehículo de motor bajo influencia de bebidas alcohólicas, a la pena de 100.000 pesetas de multa y privación del permiso de conducir vehícu los de motor o de la facultad de obtenerlo por tiempo de tres meses y un día",Hombre
BOE-A-1996-28768,1996-11-22,Margarita Mariscal De Gante,"un delito consumado de robo con fuerza, a la pena de cuatro años y un día de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-28773,1996-11-22,Margarita Mariscal De Gante,"un delito de hurto, a la pena de dos meses y un día de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-28775,1996-11-22,Margarita Mariscal De Gante,"un delito continuado de hurto, a la pena de cuatro meses y un día de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Mujer
BOE-A-1997-475,1996-12-05,Margarita Mariscal De Gante,"un delito contra la salud pública, a la pena de cinco meses de arresto mayor y multa de 500.000 pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Mujer
BOE-A-1997-1272,1996-12-27,Margarita Mariscal De Gante,"un delito de hurto, a la pena de dos meses y un día de arresto mayor con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-5003,1997-02-14,Margarita Mariscal De Gante,"un delito de utilización ilegítima de vehículo de motor ajeno, a la pena de cinco meses de arresto mayor y privación del permiso de conducir durante cuatro meses, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-6059,1997-02-21,Margarita Mariscal De Gante,"un delito de robo, a la pena de dos meses y un día de arresto mayor, y una falta de hurto, a la pena de cinco días de arresto menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-8135,1997-03-07,Margarita Mariscal De Gante,"un delito de robo con fuerza en las cosas, a la pena de dos meses y un día de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-8138,1997-03-07,Margarita Mariscal De Gante,"un delito de robo con fuerza en las cosas, a la pena de tres meses de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-8254,1997-03-14,Margarita Mariscal De Gante,"un delito continuado de falsedad en documento mercantil, a la pena de dos años, cuatro meses y un día de prisión menor y multa de 100.000 pesetas, y un delito de estafa, a la pena de dos meses y un día de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-8375,1997-03-21,Margarita Mariscal De Gante,"un delito de robo, a la pena de dos meses y un día de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-11046,1997-04-18,Margarita Mariscal De Gante,"un delito contra la seguridad del tráfico, a la pena de multa de 100.000 pesetas y privación del permiso de conducir por tiempo de tres meses y un día",Hombre
BOE-A-1997-11201,1997-04-25,Margarita Mariscal De Gante,"un delito de robo, a la pena de seis meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-12883,1997-05-23,Margarita Mariscal De Gante,"delito continuado de robo con fuerza en la cosas, a la pena de seis meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-15247,1997-06-20,Margarita Mariscal De Gante,"un delito de quebrantamiento de condena, a la pena de dos meses y un día de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-17776,1997-07-11,Margarita Mariscal De Gante,"un delito de robo con fuerza en las cosas, a la pena de dos años cuatro meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-19308,1997-07-24,Margarita Mariscal De Gante,"un delito continuado de robo con fuerza en las cosas, a la pena de cuatro años, dos meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Mujer
BOE-A-1997-21229,1997-09-15,Margarita Mariscal De Gante,"un delito de robo, a la pena de seis meses y un día de prisión menor, y delito de tenencia ilícita de armas de fuego, a la pena de seis meses y un día de prisión, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-21979,1997-10-03,Margarita Mariscal De Gante,"un delito continuado de robo con fuerza en las cosas, a la pena de seis meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-21983,1997-10-03,Margarita Mariscal De Gante,"un delito de robo con fuerza en las cosas, a la pena de dos meses de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-25414,1997-11-14,Margarita Mariscal De Gante,"un delito de tenencia ilícita de armas, a la pena de seis meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1998-1541,1997-12-26,Margarita Mariscal De Gante,"un delito contra la salud pública, a la pena de dos años cuatro meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1998-1548,1997-12-26,Margarita Mariscal De Gante,"un delito de robo, a la pena de cuatro meses y un día de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1998-5470,1998-02-17,Margarita Mariscal De Gante,"un delito de conducción bajo influencia de bebidas alcohólicas, a la pena de 100.000 pesetas de multa y privación del permiso de conducir durante cuatro meses, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1998-5492,1998-02-20,Margarita Mariscal De Gante,"un delito de conducción bajo influencia de bebidas alcohólicas, a la pena de 100.000 pesetas de multa y privación del permiso de conducir durante tres meses y un día, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1998-6157,1998-02-27,Margarita Mariscal De Gante,"un delito de tenencia ilícita de armas, a la pena de dos meses de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1998-7536,1998-03-13,Margarita Mariscal De Gante,"un delito de negativa a realizar la prestación social sustitutoria del servicio militar, a la pena de dos años, cuatro meses y un día de prisión menor e inhabilitación absoluta durante el tiempo de la condena y accesorias",Hombre
