id,pardon_date,minister,crime,gender
BOE-A-1996-3592,1996-01-19,Juan Alberto Belloch,"un delito de estafa, a la pena de un mes y un día de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-5036,1996-02-02,Juan Alberto Belloch,"un delito de robo con intimidación en grado de frustración, a la pena de seis meses de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-5174,1996-02-09,Juan Alberto Belloch,"un delito contra la salud pública, a la pena de dos años cuatro meses y un día de prisión menor y multa de 1.000.000 de pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Mujer
BOE-A-1996-6531,1996-03-01,Juan Alberto Belloch,"un delito de quebrantamiento de condena, a la pena de un mes y un día de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-6538,1996-03-01,Juan Alberto Belloch,"un delito de negativa a la prestación del servicio social sustitutorio, a la pena de dos años cuatro meses y un día de prisión menor e inhabilitación absoluta durante el tiempo de la condena",Hombre
BOE-A-1996-11346,1996-04-26,Juan Alberto Belloch,"un delito de robo con toma de rehenes y uso de instrumento peligroso, a la pena de diez años, ocho meses y un día de prisión mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Mujer
BOE-A-1996-19677,1996-07-05,Margarita Mariscal De Gante,"un delito de negativa a cumplir el servicio militar, a la pena de dos años cuatro meses y un día de prisión menor e inhabilitación absoluta durante el tiempo de la condena",Hombre
BOE-A-1996-19678,1996-07-05,Margarita Mariscal De Gante,"un delito de negativa a cumplir el servicio militar, a la pena de dos años cuatro meses y un día de prisión menor e inhabilitación absoluta durante el tiempo de la condena",Hombre
BOE-A-1996-20353,1996-07-19,Margarita Mariscal De Gante,"un delito contra la salud pública, a la pena de dos año, cuatro meses y un día de prisión menor y multa de 1.000.000 de pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-22670,1996-09-20,Margarita Mariscal De Gante,"un delito de negativa a cumplir el servicio militar, a la pena de dos años cuatro meses y un día de prisión menor e inhabilitación absoluta durante el tiempo de la condena",Hombre
BOE-A-1996-22672,1996-09-20,Margarita Mariscal De Gante,"un delito de negativa a cumplir el servicio militar, a la pena de dos años cuatro meses y un día de prisión menor e inhabilitación absoluta durante el tiempo de la condena",Hombre
BOE-A-1996-22669,1996-09-20,Margarita Mariscal De Gante,"un delito de negativa a cumplir el servicio militar, a la pena de dos años cuatro meses y un día de prisión menor e inhabilitación absoluta durante el tiempo de la condena",Hombre
BOE-A-1996-24803,1996-10-18,Margarita Mariscal De Gante,"un delito de robo, a la pena de cuatro años, dos meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Mujer
BOE-A-1997-474,1996-12-05,Margarita Mariscal De Gante,"un delito de robo, a la pena de dos años cuatro meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-1529,1997-01-10,Margarita Mariscal De Gante,"un delito de coacciones, a la pena de dos meses y un día de arresto mayor y multa de 150.000 pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-1937,1997-01-17,Margarita Mariscal De Gante,"un delito de robo con intimidación, a la pena de cuatro años dos meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-6203,1997-02-28,Margarita Mariscal De Gante,"un delito de estafa, a la pena de cuatro meses de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-8376,1997-03-21,Margarita Mariscal De Gante,"un delito de negativa a cumplir el servicio militar, a la pena de dos años cuatro meses y un día de prisión menor e inhabilitación absoluta durante el tiempo de la condena",Hombre
