id,pardon_date,minister,crime,gender
BOE-A-1996-3527,1996-01-15,Juan Alberto Belloch,"un delito de robo, a la pena de seis meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-3522,1996-01-15,Juan Alberto Belloch,"un delito contra la salud pública, a la pena de tres años de prisión menor y multa de 2.000.000 de pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Mujer
BOE-A-1996-3536,1996-01-15,Juan Alberto Belloch,"un delito de cheque en descubierto, a la pena de un mes y un día de arresto mayor, y otro delito continuado de falsedad en documento oficial, a la pena de seis meses y un día de prisión menor y multa de 30.000 pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-3588,1996-01-19,Juan Alberto Belloch,"un delito de robo con violencia e intimidación en las personas, a la pena de seis meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-3595,1996-01-19,Juan Alberto Belloch,"un delito de homicidio, a la pena de veintiocho años de reclusión mayor e inhabilitación durante este tiempo; otro de tenencia ilícita de armas, a la pena de tres años de prisión menor; otro de quebrantamiento de condena, a la pena de dos años cuatro meses y un día de prisión menor, y otro de receptación, a la pena de seis meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-3597,1996-01-19,Juan Alberto Belloch,"un delito de robo, a la pena de cinco años de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-3586,1996-01-19,Juan Alberto Belloch,"un delito de lesiones, a la pena de dos años cuatro meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-4296,1996-01-27,Juan Alberto Belloch,"un delito de robo, a la pena de ocho meses de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-4290,1996-01-27,Juan Alberto Belloch,"cinco delitos de detención ilegal, a la pena de diez años y un día de prisión mayor; un delito de amenazas, a la pena de seis meses y un día de prisión menor, y otro delito de lesiones graves, a la pena de dos meses de arresto mayor y multa de 30.000 pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio",Hombre
BOE-A-1996-4297,1996-01-27,Juan Alberto Belloch,"un delito de falsedad de documento mercantil, a la pena de dos años de prisión menor y multa de 30.000 pesetas; otro delito de falsedad de documento de identidad, a la pena de dos meses de arresto mayor y multa de 30.000 pesetas, y otro delito de estafa en grado de tentativa, a la pena de 40.000 pesetas de multa, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-4299,1996-01-27,Juan Alberto Belloch,"un delito contra la seguridad del tráfico, a la pena de cuatro meses de privación del permiso de conducir y multa de 60.000 pesetas",Hombre
BOE-A-1996-4302,1996-01-27,Juan Alberto Belloch,"un delito contra la salud pública, a la pena de un año de prisión menor y multa de 500.000 pesetas, y una falta de apropiación indebida a la pena de diez días de arresto menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-4304,1996-01-27,Juan Alberto Belloch,"un delito de robo, a la pena de cuatro años, dos meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-4298,1996-01-27,Juan Alberto Belloch,"un delito contra la salud pública, a la pena de dos años, cuatro meses y un día de prisión menor y multa de 1.000.000 de pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Mujer
BOE-A-1996-5048,1996-02-02,Juan Alberto Belloch,"un delito de cohecho, a la pena de dos años cuatro meses y un día de prisión menor, multa de 50.000 pesetas e inhabilitación especial para desempeñar cargo público durante siete años; otro delito de falsedad en documento oficial, a la pena de seis años y un día de prisión mayor, y otro delito de estafa, a la pena de un mes y un día de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Mujer
BOE-A-1996-5043,1996-02-02,Juan Alberto Belloch,"un delito de homicidio frustrado, a la pena de tres años de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-4306,1996-02-02,Gustavo Suarez Pertierra,"un delito contra la eficacia del servicio, a la pena de tres meses y un día de prisión, con sus accesorias legales",Hombre
