id,pardon_date,minister,crime,gender
BOE-A-1996-5039,1996-02-02,Juan Alberto Belloch,"un delito de robo con violencia e intimidación en las personas, a la pena de cuatro años y nueve meses de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-6537,1996-03-01,Juan Alberto Belloch,"un delito de cheque en descubierto, a la pena de dos meses y un día de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-8219,1996-03-15,Juan Alberto Belloch,"un delito contra la salud pública, a la pena de dos años cuatro meses y un día de prisión menor, y multa de 1.000.000 de pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-8532,1996-03-22,Juan Alberto Belloch,"un delito contra la salud pública, a la pena de seis años y un día de prisión mayor, multa de 50.000.001 pesetas y cierre del establecimiento (bar Valentino) por tiempo de ocho meses, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-9907,1996-04-19,Juan Alberto Belloch,"un delito de robo, a la pena de seis meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-11331,1996-04-26,Juan Alberto Belloch,"un delito de atentado contra agentes de la autoridad, a la pena de seis años y un día de prisión mayor, y otro delito de lesiones, a la pena de multa de 100.000 pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Mujer
BOE-A-1996-22211,1996-09-13,Margarita Mariscal De Gante,"un delito de quebrantamiento de condena, a la pena de mes y un día de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-22679,1996-09-20,Margarita Mariscal De Gante,"un delito de alzamiento de bienes, a la pena de un mes y un día de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-27248,1996-11-08,Margarita Mariscal De Gante,"un delito de impago de pensiones acordadas judicialmente, a la pena de seis meses de arresto mayor y multa de 100.000 pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1996-27985,1996-11-18,Margarita Mariscal De Gante,"un delito de lesiones, a la pena de seis meses de arresto mayor y multa de 100.000 pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-1153,1996-12-13,Margarita Mariscal De Gante,"un delito contra la propiedad industrial, a la pena de cuatro meses de arresto mayor y multa de 250.000 pesetas, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-1939,1997-01-17,Margarita Mariscal De Gante,"un delito de quebrantamiento de condena, a la pena de un mes y un día de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-5000,1997-02-14,Margarita Mariscal De Gante,"un delito contra la Ley de Caza, a la pena de tres meses de arresto mayor y privación de la licencia o posibilidad de obtenerla durante tres años, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-5005,1997-02-14,Margarita Mariscal De Gante,"un delito de quebrantamiento de condena, a la pena de un mes y un día de arresto mayor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-8131,1997-03-07,Margarita Mariscal De Gante,"un delito de injurias, a la pena de seis meses y un día de destierro y multa de 100.000 pesetas",Mujer
BOE-A-1997-9763,1997-04-14,Margarita Mariscal De Gante,"un delito de robo, a la pena de cuatro años, dos meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-12381,1997-05-16,Margarita Mariscal De Gante,"un delito de estafa, a la pena de dos años y cuatro meses de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-13647,1997-05-30,Margarita Mariscal De Gante,"un delito de estafa, a la pena de dos años y cuatro meses de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-15256,1997-06-20,Margarita Mariscal De Gante,"un delito de robo con fuerza, a la pena de seis meses y un día de prisión menor; un delito de utilización ilegítima de vehículo de motor ajeno, a la pena de un mes y un día de arresto mayor y una falta de hurto, a la pena de quince días de arresto menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-19330,1997-08-01,Margarita Mariscal De Gante,"un delito continuado de robo, a la pena de cuatro años, dos meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Mujer
BOE-A-1997-22492,1997-10-10,Margarita Mariscal De Gante,"un delito de lesiones, a la pena de dos años cuatro meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-23929,1997-10-24,Margarita Mariscal De Gante,"un delito de estafa, a la pena de dos meses de arresto mayor, y delito de alzamiento de bienes, a la pena de un año de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
BOE-A-1997-26241,1997-11-20,Margarita Mariscal De Gante,"un delito de lesiones, a la pena de dos años, cuatro meses y un día de prisión menor, con las accesorias de suspensión de todo cargo público y derecho de sufragio durante el tiempo de la condena",Hombre
